x1,x10,y1,y2,loss
-20,-20,-0.133652,1.271625,0.747392372729
-20,-19,-0.140643,1.238775,0.694273079074
-20,-18,-0.147635,1.205925,0.6434100738499998
-20,-17,-0.154626,1.173073,0.5947997582050001
-20,-16,-0.161618,1.140219,0.5484431308850002
-20,-15,-0.168611,1.107365,0.5043433875459999
-20,-14,-0.175604,1.074508,0.46249627688000006
-20,-13,-0.182597,1.04165,0.42290488690899997
-20,-12,-0.18959,1.008791,0.38556941478100004
-20,-11,-0.196584,0.975931,0.35049045081700003
-20,-10,-0.203577,0.943068,0.31766531755300004
-20,-9,-0.210572,0.910205,0.28709878420900004
-20,-8,-0.217566,0.87734,0.25878778995600005
-20,-7,-0.224561,0.844474,0.23273443939699998
-20,-6,-0.231556,0.811606,0.20893772037200006
-20,-5,-0.238552,0.778736,0.1873985044
-20,-4,-0.245548,0.745866,0.16811805026000004
-20,-3,-0.252544,0.712993,0.151094584985
-20,-2,-0.25954,0.68012,0.13633027599999997
-20,-1,-0.266537,0.647245,0.12382473739399999
-20,0,-0.273534,0.614368,0.11357785858000002
-20,1,-0.280531,0.58149,0.10559036206099998
-20,2,-0.287529,0.548611,0.09986302016199998
-20,3,-0.294527,0.51573,0.096395286629
-20,4,-0.301525,0.482848,0.09518768672899999
-20,5,-0.308523,0.449964,0.09624035282499999
-20,6,-0.315522,0.417079,0.09955430972500001
-20,7,-0.322521,0.384192,0.105129218305
-20,8,-0.329521,0.351304,0.11296599985700001
-20,9,-0.336521,0.318415,0.12306422066600001
-20,10,-0.343521,0.285524,0.13542434201700002
-20,11,-0.350521,0.252632,0.150046428865
-20,12,-0.357522,0.219738,0.166931789128
-20,13,-0.370939,0.190131,0.189292403882
-20,14,-0.378064,0.156656,0.210971980432
-20,15,-0.385189,0.123178,0.23499600540499999
-20,16,-0.392314,0.0897,0.261363114596
-20,17,-0.39944,0.05622,0.290075552
-20,18,-0.406566,0.022738,0.321132949
-20,19,-0.413692,-0.010745,0.354534850889
-19,-20,-0.413692,-0.010745,0.354534850889
-19,-19,-0.413692,-0.010745,0.354534850889
-19,-18,-0.413692,-0.010745,0.354534850889
-19,-17,-0.413692,-0.010745,0.354534850889
-19,-16,-0.413692,-0.010745,0.354534850889
-19,-15,-0.413692,-0.010745,0.354534850889
-19,-14,-0.413692,-0.010745,0.354534850889
-19,-13,-0.413692,-0.010745,0.354534850889
-19,-12,-0.413692,-0.010745,0.354534850889
-19,-11,-0.413692,-0.010745,0.354534850889
-19,-10,-0.413692,-0.010745,0.354534850889
-19,-9,-0.413692,-0.010745,0.354534850889
-19,-8,-0.413692,-0.010745,0.354534850889
-19,-7,-0.413692,-0.010745,0.354534850889
-19,-6,-0.413692,-0.010745,0.354534850889
-19,-5,-0.413692,-0.010745,0.354534850889
-19,-4,-0.413692,-0.010745,0.354534850889
-19,-3,-0.413692,-0.010745,0.354534850889
-19,-2,-0.413692,-0.010745,0.354534850889
-19,-1,-0.413692,-0.010745,0.354534850889
-19,0,-0.413692,-0.010745,0.354534850889
-19,1,-0.413692,-0.010745,0.354534850889
-19,2,-0.413692,-0.010745,0.354534850889
-19,3,-0.413692,-0.010745,0.354534850889
-19,4,-0.413692,-0.010745,0.354534850889
-19,5,-0.413692,-0.010745,0.354534850889
-19,6,-0.413692,-0.010745,0.354534850889
-19,7,-0.413692,-0.010745,0.354534850889
-19,8,-0.413692,-0.010745,0.354534850889
-19,9,-0.413692,-0.010745,0.354534850889
-19,10,-0.413692,-0.010745,0.354534850889
-19,11,-0.413692,-0.010745,0.354534850889
-19,12,-0.349901,0.192342,0.17312683476500002
-19,13,-0.357026,0.158867,0.194358593365
-19,14,-0.36415,0.12539,0.21793347459999995
-19,15,-0.371275,0.091911,0.24385332254599998
-19,16,-0.3784,0.058431,0.272117106761
-19,17,-0.385526,0.024949,0.30272658427699994
-19,18,-0.392652,-0.008534,0.33568056226
-19,19,-0.399778,-0.042018,0.370979241608
-18,-20,-0.399778,-0.042018,0.370979241608
-18,-19,-0.399778,-0.042018,0.370979241608
-18,-18,-0.399778,-0.042018,0.370979241608
-18,-17,-0.399778,-0.042018,0.370979241608
-18,-16,-0.399778,-0.042018,0.370979241608
-18,-15,-0.399778,-0.042018,0.370979241608
-18,-14,-0.399778,-0.042018,0.370979241608
-18,-13,-0.399778,-0.042018,0.370979241608
-18,-12,-0.399778,-0.042018,0.370979241608
-18,-11,-0.399778,-0.042018,0.370979241608
-18,-10,-0.399778,-0.042018,0.370979241608
-18,-9,-0.399778,-0.042018,0.370979241608
-18,-8,-0.399778,-0.042018,0.370979241608
-18,-7,-0.399778,-0.042018,0.370979241608
-18,-6,-0.399778,-0.042018,0.370979241608
-18,-5,-0.399778,-0.042018,0.370979241608
-18,-4,-0.399778,-0.042018,0.370979241608
-18,-3,-0.399778,-0.042018,0.370979241608
-18,-2,-0.399778,-0.042018,0.370979241608
-18,-1,-0.399778,-0.042018,0.370979241608
-18,0,-0.399778,-0.042018,0.370979241608
-18,1,-0.399778,-0.042018,0.370979241608
-18,2,-0.399778,-0.042018,0.370979241608
-18,3,-0.399778,-0.042018,0.370979241608
-18,4,-0.399778,-0.042018,0.370979241608
-18,5,-0.399778,-0.042018,0.370979241608
-18,6,-0.399778,-0.042018,0.370979241608
-18,7,-0.399778,-0.042018,0.370979241608
-18,8,-0.399778,-0.042018,0.370979241608
-18,9,-0.399778,-0.042018,0.370979241608
-18,10,-0.399778,-0.042018,0.370979241608
-18,11,-0.328864,0.194554,0.15785644941199997
-18,12,-0.335988,0.161078,0.178640178228
-18,13,-0.343112,0.127601,0.201767274745
-18,14,-0.350236,0.094122,0.22723858658
-18,15,-0.357361,0.060642,0.255054516485
-18,16,-0.364486,0.027161,0.285214579117
-18,17,-0.371611,-0.006322,0.317719823005
-18,18,-0.378737,-0.039807,0.35257140741799997
-18,19,-0.385863,-0.073293,0.389768023618
-17,-20,-0.385863,-0.073293,0.389768023618
-17,-19,-0.385863,-0.073293,0.389768023618
-17,-18,-0.385863,-0.073293,0.389768023618
-17,-17,-0.385863,-0.073293,0.389768023618
-17,-16,-0.385863,-0.073293,0.389768023618
-17,-15,-0.385863,-0.073293,0.389768023618
-17,-14,-0.385863,-0.073293,0.389768023618
-17,-13,-0.385863,-0.073293,0.389768023618
-17,-12,-0.385863,-0.073293,0.389768023618
-17,-11,-0.385863,-0.073293,0.389768023618
-17,-10,-0.385863,-0.073293,0.389768023618
-17,-9,-0.385863,-0.073293,0.389768023618
-17,-8,-0.385863,-0.073293,0.389768023618
-17,-7,-0.385863,-0.073293,0.389768023618
-17,-6,-0.385863,-0.073293,0.389768023618
-17,-5,-0.385863,-0.073293,0.389768023618
-17,-4,-0.385863,-0.073293,0.389768023618
-17,-3,-0.385863,-0.073293,0.389768023618
-17,-2,-0.385863,-0.073293,0.389768023618
-17,-1,-0.385863,-0.073293,0.389768023618
-17,0,-0.385863,-0.073293,0.389768023618
-17,1,-0.385863,-0.073293,0.389768023618
-17,2,-0.385863,-0.073293,0.389768023618
-17,3,-0.385863,-0.073293,0.389768023618
-17,4,-0.385863,-0.073293,0.389768023618
-17,5,-0.385863,-0.073293,0.389768023618
-17,6,-0.385863,-0.073293,0.389768023618
-17,7,-0.385863,-0.073293,0.389768023618
-17,8,-0.385863,-0.073293,0.389768023618
-17,9,-0.385863,-0.073293,0.389768023618
-17,10,-0.307826,0.196765,0.143480786501
-17,11,-0.314949,0.163289,0.16381610512199996
-17,12,-0.322073,0.129812,0.18649540267299997
-17,13,-0.329197,0.096334,0.21151826436499999
-17,14,-0.336321,0.062854,0.238885600357
-17,15,-0.343446,0.029372,0.26859849929999996
-17,16,-0.350571,-0.004111,0.300655861362
-17,17,-0.357696,-0.037595,0.33505788744099996
-17,18,-0.364822,-0.071081,0.371806485245
-17,19,-0.371947,-0.104569,0.41090061157
-16,-20,-0.371947,-0.104569,0.41090061157
-16,-19,-0.371947,-0.104569,0.41090061157
-16,-18,-0.371947,-0.104569,0.41090061157
-16,-17,-0.371947,-0.104569,0.41090061157
-16,-16,-0.371947,-0.104569,0.41090061157
-16,-15,-0.371947,-0.104569,0.41090061157
-16,-14,-0.371947,-0.104569,0.41090061157
-16,-13,-0.371947,-0.104569,0.41090061157
-16,-12,-0.371947,-0.104569,0.41090061157
-16,-11,-0.371947,-0.104569,0.41090061157
-16,-10,-0.371947,-0.104569,0.41090061157
-16,-9,-0.371947,-0.104569,0.41090061157
-16,-8,-0.371947,-0.104569,0.41090061157
-16,-7,-0.371947,-0.104569,0.41090061157
-16,-6,-0.371947,-0.104569,0.41090061157
-16,-5,-0.371947,-0.104569,0.41090061157
-16,-4,-0.371947,-0.104569,0.41090061157
-16,-3,-0.371947,-0.104569,0.41090061157
-16,-2,-0.371947,-0.104569,0.41090061157
-16,-1,-0.371947,-0.104569,0.41090061157
-16,0,-0.371947,-0.104569,0.41090061157
-16,1,-0.371947,-0.104569,0.41090061157
-16,2,-0.371947,-0.104569,0.41090061157
-16,3,-0.371947,-0.104569,0.41090061157
-16,4,-0.371947,-0.104569,0.41090061157
-16,5,-0.371947,-0.104569,0.41090061157
-16,6,-0.371947,-0.104569,0.41090061157
-16,7,-0.371947,-0.104569,0.41090061157
-16,8,-0.371947,-0.104569,0.41090061157
-16,9,-0.286788,0.198976,0.13000009552
-16,10,-0.293911,0.1655,0.149887675921
-16,11,-0.301035,0.132023,0.172119188754
-16,12,-0.308158,0.098545,0.196693644989
-16,13,-0.315282,0.065065,0.223613168749
-16,14,-0.322406,0.031584,0.252876787892
-16,15,-0.32953,-0.001899,0.28448554210099997
-16,16,-0.336655,-0.035384,0.318440506481
-16,17,-0.34378,-0.06887,0.3547404652999999
-16,18,-0.350906,-0.102357,0.39338632128500006
-16,19,-0.358031,-0.135846,0.43437799267700006
-15,-20,-0.358031,-0.135846,0.43437799267700006
-15,-19,-0.358031,-0.135846,0.43437799267700006
-15,-18,-0.358031,-0.135846,0.43437799267700006
-15,-17,-0.358031,-0.135846,0.43437799267700006
-15,-16,-0.358031,-0.135846,0.43437799267700006
-15,-15,-0.358031,-0.135846,0.43437799267700006
-15,-14,-0.358031,-0.135846,0.43437799267700006
-15,-13,-0.358031,-0.135846,0.43437799267700006
-15,-12,-0.358031,-0.135846,0.43437799267700006
-15,-11,-0.358031,-0.135846,0.43437799267700006
-15,-10,-0.358031,-0.135846,0.43437799267700006
-15,-9,-0.358031,-0.135846,0.43437799267700006
-15,-8,-0.358031,-0.135846,0.43437799267700006
-15,-7,-0.358031,-0.135846,0.43437799267700006
-15,-6,-0.358031,-0.135846,0.43437799267700006
-15,-5,-0.358031,-0.135846,0.43437799267700006
-15,-4,-0.358031,-0.135846,0.43437799267700006
-15,-3,-0.358031,-0.135846,0.43437799267700006
-15,-2,-0.358031,-0.135846,0.43437799267700006
-15,-1,-0.358031,-0.135846,0.43437799267700006
-15,0,-0.358031,-0.135846,0.43437799267700006
-15,1,-0.358031,-0.135846,0.43437799267700006
-15,2,-0.358031,-0.135846,0.43437799267700006
-15,3,-0.358031,-0.135846,0.43437799267700006
-15,4,-0.358031,-0.135846,0.43437799267700006
-15,5,-0.358031,-0.135846,0.43437799267700006
-15,6,-0.358031,-0.135846,0.43437799267700006
-15,7,-0.358031,-0.135846,0.43437799267700006
-15,8,-0.265751,0.201187,0.11741490797
-15,9,-0.272873,0.167712,0.13685371907299998
-15,10,-0.279996,0.134235,0.158636820241
-15,11,-0.287119,0.100756,0.18276408169699998
-15,12,-0.294242,0.067276,0.20923520473999999
-15,13,-0.301366,0.033795,0.238050992981
-15,14,-0.30849,0.000312,0.26921190744400003
-15,15,-0.315614,-0.033172,0.30271744858
-15,16,-0.322739,-0.066658,0.338569431085
-15,17,-0.329864,-0.100146,0.37676763981199995
-15,18,-0.336989,-0.133635,0.4173113743459999
-15,19,-0.344115,-0.167125,0.4602015238499999
-14,-20,-0.344115,-0.167125,0.4602015238499999
-14,-19,-0.344115,-0.167125,0.4602015238499999
-14,-18,-0.344115,-0.167125,0.4602015238499999
-14,-17,-0.344115,-0.167125,0.4602015238499999
-14,-16,-0.344115,-0.167125,0.4602015238499999
-14,-15,-0.344115,-0.167125,0.4602015238499999
-14,-14,-0.344115,-0.167125,0.4602015238499999
-14,-13,-0.344115,-0.167125,0.4602015238499999
-14,-12,-0.344115,-0.167125,0.4602015238499999
-14,-11,-0.344115,-0.167125,0.4602015238499999
-14,-10,-0.344115,-0.167125,0.4602015238499999
-14,-9,-0.344115,-0.167125,0.4602015238499999
-14,-8,-0.344115,-0.167125,0.4602015238499999
-14,-7,-0.344115,-0.167125,0.4602015238499999
-14,-6,-0.344115,-0.167125,0.4602015238499999
-14,-5,-0.344115,-0.167125,0.4602015238499999
-14,-4,-0.344115,-0.167125,0.4602015238499999
-14,-3,-0.344115,-0.167125,0.4602015238499999
-14,-2,-0.344115,-0.167125,0.4602015238499999
-14,-1,-0.344115,-0.167125,0.4602015238499999
-14,0,-0.344115,-0.167125,0.4602015238499999
-14,1,-0.344115,-0.167125,0.4602015238499999
-14,2,-0.344115,-0.167125,0.4602015238499999
-14,3,-0.344115,-0.167125,0.4602015238499999
-14,4,-0.344115,-0.167125,0.4602015238499999
-14,5,-0.344115,-0.167125,0.4602015238499999
-14,6,-0.344115,-0.167125,0.4602015238499999
-14,7,-0.244713,0.203398,0.105724118773
-14,8,-0.251835,0.169923,0.12471523815399999
-14,9,-0.258957,0.136446,0.14605007876499998
-14,10,-0.26608,0.102968,0.16972894542399997
-14,11,-0.273203,0.069488,0.19575223135299996
-14,12,-0.280326,0.036006,0.224120338312
-14,13,-0.287449,0.002523,0.25483283813
-14,14,-0.294573,-0.030961,0.28789052085
-14,15,-0.301697,-0.064447,0.323293990618
-14,16,-0.308822,-0.097934,0.36104323604
-14,17,-0.315947,-0.131423,0.4011389667380001
-14,18,-0.323072,-0.164914,0.44358158458
-14,19,-0.330197,-0.198406,0.48837025964499997
-13,-20,-0.330197,-0.198406,0.48837025964499997
-13,-19,-0.330197,-0.198406,0.48837025964499997
-13,-18,-0.330197,-0.198406,0.48837025964499997
-13,-17,-0.330197,-0.198406,0.48837025964499997
-13,-16,-0.330197,-0.198406,0.48837025964499997
-13,-15,-0.330197,-0.198406,0.48837025964499997
-13,-14,-0.330197,-0.198406,0.48837025964499997
-13,-13,-0.330197,-0.198406,0.48837025964499997
-13,-12,-0.330197,-0.198406,0.48837025964499997
-13,-11,-0.330197,-0.198406,0.48837025964499997
-13,-10,-0.330197,-0.198406,0.48837025964499997
-13,-9,-0.330197,-0.198406,0.48837025964499997
-13,-8,-0.330197,-0.198406,0.48837025964499997
-13,-7,-0.330197,-0.198406,0.48837025964499997
-13,-6,-0.330197,-0.198406,0.48837025964499997
-13,-5,-0.330197,-0.198406,0.48837025964499997
-13,-4,-0.330197,-0.198406,0.48837025964499997
-13,-3,-0.330197,-0.198406,0.48837025964499997
-13,-2,-0.330197,-0.198406,0.48837025964499997
-13,-1,-0.330197,-0.198406,0.48837025964499997
-13,0,-0.330197,-0.198406,0.48837025964499997
-13,1,-0.330197,-0.198406,0.48837025964499997
-13,2,-0.330197,-0.198406,0.48837025964499997
-13,3,-0.330197,-0.198406,0.48837025964499997
-13,4,-0.330197,-0.198406,0.48837025964499997
-13,5,-0.330197,-0.198406,0.48837025964499997
-13,6,-0.223676,0.205609,0.094928748857
-13,7,-0.230797,0.172134,0.113471729165
-13,8,-0.237919,0.138657,0.13435886920999995
-13,9,-0.245041,0.105179,0.15758949872199998
-13,10,-0.252163,0.071699,0.18316451017
-13,11,-0.259286,0.038218,0.21108406532
-13,12,-0.266409,0.004735,0.241348700506
-13,13,-0.273532,-0.028749,0.273957925025
-13,14,-0.280656,-0.062235,0.308913460561
-13,15,-0.28778,-0.095723,0.346215176129
-13,16,-0.294904,-0.129212,0.38586238015999996
-13,17,-0.302029,-0.162702,0.427855877645
-13,18,-0.309154,-0.196194,0.47219652135199996
-13,19,-0.316279,-0.229687,0.51888341881
-12,-20,-0.316279,-0.229687,0.51888341881
-12,-19,-0.316279,-0.229687,0.51888341881
-12,-18,-0.316279,-0.229687,0.51888341881
-12,-17,-0.316279,-0.229687,0.51888341881
-12,-16,-0.316279,-0.229687,0.51888341881
-12,-15,-0.316279,-0.229687,0.51888341881
-12,-14,-0.316279,-0.229687,0.51888341881
-12,-13,-0.316279,-0.229687,0.51888341881
-12,-12,-0.316279,-0.229687,0.51888341881
-12,-11,-0.316279,-0.229687,0.51888341881
-12,-10,-0.316279,-0.229687,0.51888341881
-12,-9,-0.316279,-0.229687,0.51888341881
-12,-8,-0.316279,-0.229687,0.51888341881
-12,-7,-0.316279,-0.229687,0.51888341881
-12,-6,-0.316279,-0.229687,0.51888341881
-12,-5,-0.316279,-0.229687,0.51888341881
-12,-4,-0.316279,-0.229687,0.51888341881
-12,-3,-0.316279,-0.229687,0.51888341881
-12,-2,-0.316279,-0.229687,0.51888341881
-12,-1,-0.316279,-0.229687,0.51888341881
-12,0,-0.316279,-0.229687,0.51888341881
-12,1,-0.316279,-0.229687,0.51888341881
-12,2,-0.316279,-0.229687,0.51888341881
-12,3,-0.316279,-0.229687,0.51888341881
-12,4,-0.316279,-0.229687,0.51888341881
-12,5,-0.202638,0.20782,0.085027861444
-12,6,-0.209759,0.174345,0.10312319210599999
-12,7,-0.21688,0.140868,0.12356219782399999
-12,8,-0.224002,0.10739,0.146345108104
-12,9,-0.231124,0.07391,0.17147239147599996
-12,10,-0.238246,0.040429,0.198943695557
-12,11,-0.245369,0.006946,0.22876053307699998
-12,12,-0.252491,-0.026538,0.260921450525
-12,13,-0.259615,-0.060024,0.295429118801
-12,14,-0.266738,-0.093511,0.33228140276499996
-12,15,-0.273862,-0.127,0.371480645044
-12,16,-0.280986,-0.16049,0.413025572296
-12,17,-0.288111,-0.193982,0.45691818464499995
-12,18,-0.295235,-0.227475,0.50315645585
-12,19,-0.30236,-0.26097,0.5517431104999999
-11,-20,-0.30236,-0.26097,0.5517431104999999
-11,-19,-0.30236,-0.26097,0.5517431104999999
-11,-18,-0.30236,-0.26097,0.5517431104999999
-11,-17,-0.30236,-0.26097,0.5517431104999999
-11,-16,-0.30236,-0.26097,0.5517431104999999
-11,-15,-0.30236,-0.26097,0.5517431104999999
-11,-14,-0.30236,-0.26097,0.5517431104999999
-11,-13,-0.30236,-0.26097,0.5517431104999999
-11,-12,-0.30236,-0.26097,0.5517431104999999
-11,-11,-0.30236,-0.26097,0.5517431104999999
-11,-10,-0.30236,-0.26097,0.5517431104999999
-11,-9,-0.30236,-0.26097,0.5517431104999999
-11,-8,-0.30236,-0.26097,0.5517431104999999
-11,-7,-0.30236,-0.26097,0.5517431104999999
-11,-6,-0.30236,-0.26097,0.5517431104999999
-11,-5,-0.30236,-0.26097,0.5517431104999999
-11,-4,-0.30236,-0.26097,0.5517431104999999
-11,-3,-0.30236,-0.26097,0.5517431104999999
-11,-2,-0.30236,-0.26097,0.5517431104999999
-11,-1,-0.30236,-0.26097,0.5517431104999999
-11,0,-0.30236,-0.26097,0.5517431104999999
-11,1,-0.30236,-0.26097,0.5517431104999999
-11,2,-0.30236,-0.26097,0.5517431104999999
-11,3,-0.30236,-0.26097,0.5517431104999999
-11,4,-0.1816,0.210032,0.076021531024
-11,5,-0.188721,0.176556,0.093669626977
-11,6,-0.195842,0.14308,0.11366042536399998
-11,7,-0.202963,0.109601,0.13599577356999998
-11,8,-0.210084,0.076122,0.16067422593999997
-11,9,-0.217206,0.042641,0.187697716317
-11,10,-0.224328,0.009158,0.21706624054799997
-11,11,-0.23145,-0.024326,0.248779316776
-11,12,-0.238573,-0.057812,0.28283857367299997
-11,13,-0.245696,-0.091299,0.319242946817
-11,14,-0.25282,-0.124788,0.357994227344
-11,15,-0.259943,-0.158279,0.39909182009000005
-11,16,-0.267067,-0.19177,0.44253471538899997
-11,17,-0.274192,-0.225264,0.48832681256
-11,18,-0.281316,-0.258758,0.53646357442
-11,19,-0.288441,-0.292255,0.5869503705059999
-10,-20,-0.288441,-0.292255,0.5869503705059999
-10,-19,-0.288441,-0.292255,0.5869503705059999
-10,-18,-0.288441,-0.292255,0.5869503705059999
-10,-17,-0.288441,-0.292255,0.5869503705059999
-10,-16,-0.288441,-0.292255,0.5869503705059999
-10,-15,-0.288441,-0.292255,0.5869503705059999
-10,-14,-0.288441,-0.292255,0.5869503705059999
-10,-13,-0.288441,-0.292255,0.5869503705059999
-10,-12,-0.288441,-0.292255,0.5869503705059999
-10,-11,-0.288441,-0.292255,0.5869503705059999
-10,-10,-0.288441,-0.292255,0.5869503705059999
-10,-9,-0.288441,-0.292255,0.5869503705059999
-10,-8,-0.288441,-0.292255,0.5869503705059999
-10,-7,-0.288441,-0.292255,0.5869503705059999
-10,-6,-0.288441,-0.292255,0.5869503705059999
-10,-5,-0.288441,-0.292255,0.5869503705059999
-10,-4,-0.288441,-0.292255,0.5869503705059999
-10,-3,-0.288441,-0.292255,0.5869503705059999
-10,-2,-0.288441,-0.292255,0.5869503705059999
-10,-1,-0.288441,-0.292255,0.5869503705059999
-10,0,-0.288441,-0.292255,0.5869503705059999
-10,1,-0.288441,-0.292255,0.5869503705059999
-10,2,-0.288441,-0.292255,0.5869503705059999
-10,3,-0.160563,0.212243,0.06791091301800001
-10,4,-0.167683,0.178768,0.08511055631299999
-10,5,-0.174803,0.145291,0.10465382848999999
-10,6,-0.181924,0.111813,0.126540883745
-10,7,-0.189045,0.078333,0.150772265914
-10,8,-0.196166,0.044852,0.17734763146
-10,9,-0.203288,0.011369,0.20626840010499997
-10,10,-0.21041,-0.022115,0.237533716325
-10,11,-0.217532,-0.055601,0.271144727225
-10,12,-0.224654,-0.089088,0.30710082146000006
-10,13,-0.231777,-0.122577,0.34540374365800003
-10,14,-0.2389,-0.156067,0.38605231348899993
-10,15,-0.246024,-0.189559,0.429048438057
-10,16,-0.253148,-0.223052,0.474390774608
-10,17,-0.260272,-0.256547,0.522080872193
-10,18,-0.267396,-0.290043,0.5721177176650001
-10,19,-0.274521,-0.323541,0.6245035431220001
-9,-20,-0.274521,-0.323541,0.6245035431220001
-9,-19,-0.274521,-0.323541,0.6245035431220001
-9,-18,-0.274521,-0.323541,0.6245035431220001
-9,-17,-0.274521,-0.323541,0.6245035431220001
-9,-16,-0.274521,-0.323541,0.6245035431220001
-9,-15,-0.274521,-0.323541,0.6245035431220001
-9,-14,-0.274521,-0.323541,0.6245035431220001
-9,-13,-0.274521,-0.323541,0.6245035431220001
-9,-12,-0.274521,-0.323541,0.6245035431220001
-9,-11,-0.274521,-0.323541,0.6245035431220001
-9,-10,-0.274521,-0.323541,0.6245035431220001
-9,-9,-0.274521,-0.323541,0.6245035431220001
-9,-8,-0.274521,-0.323541,0.6245035431220001
-9,-7,-0.274521,-0.323541,0.6245035431220001
-9,-6,-0.274521,-0.323541,0.6245035431220001
-9,-5,-0.274521,-0.323541,0.6245035431220001
-9,-4,-0.274521,-0.323541,0.6245035431220001
-9,-3,-0.274521,-0.323541,0.6245035431220001
-9,-2,-0.274521,-0.323541,0.6245035431220001
-9,-1,-0.274521,-0.323541,0.6245035431220001
-9,0,-0.274521,-0.323541,0.6245035431220001
-9,1,-0.274521,-0.323541,0.6245035431220001
-9,2,-0.139525,0.214454,0.06069490374099999
-9,3,-0.146645,0.180979,0.077446939466
-9,4,-0.153765,0.147502,0.09654259522899998
-9,5,-0.160885,0.114024,0.11798166580099999
-9,6,-0.168005,0.080544,0.141765025961
-9,7,-0.175126,0.047063,0.16789268684499997
-9,8,-0.182247,0.013581,0.19636452756999997
-9,9,-0.189369,-0.019903,0.22718200256999999
-9,10,-0.19649,-0.053389,0.260344770421
-9,11,-0.203612,-0.086876,0.2958529959199999
-9,12,-0.210735,-0.120365,0.33370799845000004
-9,13,-0.217858,-0.153855,0.37390864418899994
-9,14,-0.224981,-0.187347,0.41645634377
-9,15,-0.232104,-0.22084,0.461350222416
-9,16,-0.239228,-0.254335,0.508592303209
-9,17,-0.246352,-0.287831,0.5581811274649999
-9,18,-0.253476,-0.321329,0.6101183738169998
-9,19,-0.260601,-0.354828,0.6644034207849999
-8,-20,-0.260601,-0.354828,0.6644034207849999
-8,-19,-0.260601,-0.354828,0.6644034207849999
-8,-18,-0.260601,-0.354828,0.6644034207849999
-8,-17,-0.260601,-0.354828,0.6644034207849999
-8,-16,-0.260601,-0.354828,0.6644034207849999
-8,-15,-0.260601,-0.354828,0.6644034207849999
-8,-14,-0.260601,-0.354828,0.6644034207849999
-8,-13,-0.260601,-0.354828,0.6644034207849999
-8,-12,-0.260601,-0.354828,0.6644034207849999
-8,-11,-0.260601,-0.354828,0.6644034207849999
-8,-10,-0.260601,-0.354828,0.6644034207849999
-8,-9,-0.260601,-0.354828,0.6644034207849999
-8,-8,-0.260601,-0.354828,0.6644034207849999
-8,-7,-0.260601,-0.354828,0.6644034207849999
-8,-6,-0.260601,-0.354828,0.6644034207849999
-8,-5,-0.260601,-0.354828,0.6644034207849999
-8,-4,-0.260601,-0.354828,0.6644034207849999
-8,-3,-0.260601,-0.354828,0.6644034207849999
-8,-2,-0.260601,-0.354828,0.6644034207849999
-8,-1,-0.260601,-0.354828,0.6644034207849999
-8,0,-0.260601,-0.354828,0.6644034207849999
-8,1,-0.118488,0.216665,0.05437410336899999
-8,2,-0.125607,0.18319,0.070678294549
-8,3,-0.132726,0.149713,0.089326068445
-8,4,-0.139846,0.116235,0.110317503941
-8,5,-0.146966,0.082756,0.133652550692
-8,6,-0.154086,0.049275,0.159332146021
-8,7,-0.161207,0.015792,0.18735701411299996
-8,8,-0.168328,-0.017692,0.217726392448
-8,9,-0.175449,-0.051178,0.25044141928499997
-8,10,-0.182571,-0.084665,0.28550185726599997
-8,11,-0.189692,-0.118153,0.32290719127299994
-8,12,-0.196815,-0.151643,0.36265989867399995
-8,13,-0.203937,-0.185135,0.40475924319400003
-8,14,-0.21106,-0.218628,0.449205155984
-8,15,-0.218183,-0.252123,0.4959987836179999
-8,16,-0.225307,-0.285619,0.5451395724100001
-8,17,-0.232431,-0.319117,0.59662877445
-8,18,-0.239555,-0.352616,0.6504652514810001
-8,19,-0.246679,-0.386117,0.70665081173
